row_id,order_id,customer_id,product_id,sales,quantity,discount,profit,city,state,postal_code,customer_name,segment,region,product_name,category
6078,CA-2013-151561,PG-18820,TEC-AC-10003399,72.48,2,0.0,30.4416,New York City,New York,10011,Patrick Gardner,Consumer,Central,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,Technology
6079,CA-2013-151561,PG-18820,OFF-SU-10001574,10.95,3,0.0,3.285,New York City,New York,10011,Patrick Gardner,Consumer,Central,Acme Value Line Scissors,Office Supplies
6080,CA-2013-151561,PG-18820,FUR-FU-10004864,191.82,3,0.0,61.3824,New York City,New York,10011,Patrick Gardner,Consumer,Central,Eldon 500 Class Desk Accessories,Furniture
6081,CA-2014-154676,NZ-18565,OFF-ST-10001172,151.056,9,0.2,7.5528,Houston,Texas,77070,Nick Zandusky,Home Office,Central,Tennsco Lockers/Sand,Office Supplies
6082,US-2011-165589,TB-21595,FUR-FU-10002396,25.16,5,0.6,-11.322,Lubbock,Texas,79424,Troy Blackwell,Consumer,Central,DAX Copper Panel Document Frame/5 x 7 Size,Furniture
6083,US-2013-132577,JE-15475,OFF-BI-10004040,6.216,6,0.8,-9.6348,Houston,Texas,77095,Jeremy Ellison,Consumer,West,Wilson Jones Impact Binders,Office Supplies
6084,US-2013-132577,JE-15475,OFF-AR-10003481,23.616,9,0.2,2.6568,Houston,Texas,77095,Jeremy Ellison,Consumer,West,Newell 348,Office Supplies
6085,US-2013-132577,JE-15475,TEC-AC-10000387,24.032,2,0.2,-0.6008,Houston,Texas,77095,Jeremy Ellison,Consumer,West,KeyTronic KT800P2 - Keyboard - Black,Technology
6086,US-2013-132577,JE-15475,OFF-LA-10000262,2.088,1,0.2,0.6786,Houston,Texas,77095,Jeremy Ellison,Consumer,West,Avery 494,Office Supplies
6087,US-2013-132577,JE-15475,OFF-BI-10003196,4.488,6,0.8,-6.732,Houston,Texas,77095,Jeremy Ellison,Consumer,West,Accohide Poly Flexible Ring Binders,Office Supplies
6088,CA-2012-114048,EH-13945,FUR-FU-10004351,29.22,3,0.0,12.8568,Costa Mesa,California,92627,Eric Hoffmann,Consumer,West,Staples,Furniture
6089,CA-2012-137281,BF-10975,OFF-PA-10001870,6.48,1,0.0,3.1104,Roswell,Georgia,30076,Barbara Fisher,Corporate,South,Xerox 202,Office Supplies
6090,US-2014-162068,PC-18745,OFF-BI-10002813,1.188,2,0.7,-0.99,Loveland,Colorado,80538,Pamela Coakley,Corporate,West,Avery Reinforcements for Hole-Punch Pages,Office Supplies
6091,CA-2014-100111,SV-20365,FUR-CH-10003846,272.646,3,0.1,18.1764,New York City,New York,10035,Seth Vernon,Consumer,West,Hon Valutask Swivel Chairs,Furniture
6092,CA-2014-100111,SV-20365,TEC-AC-10002647,212.8,2,0.0,95.76,New York City,New York,10035,Seth Vernon,Consumer,West,Logitech Wireless Boombox Speaker - portable - wireless/wired,Technology
6093,CA-2014-100111,SV-20365,OFF-PA-10000807,38.52,9,0.0,18.1044,New York City,New York,10035,Seth Vernon,Consumer,West,TOPS Important Message Pads/Canary/4-1/4 x 5-1/2/50 Sheets per Pad,Office Supplies
6094,CA-2014-100111,SV-20365,TEC-AC-10001465,72.64,2,0.0,21.792,New York City,New York,10035,Seth Vernon,Consumer,West,SanDisk Cruzer 64 GB USB Flash Drive,Technology
6095,CA-2014-100111,SV-20365,OFF-ST-10000615,45.4,4,0.0,12.712,New York City,New York,10035,Seth Vernon,Consumer,West,SimpliFile Personal File/Black Granite/15w x 6-15/16d x 11-1/4h,Office Supplies
6096,CA-2014-100111,SV-20365,OFF-PA-10002713,13.76,2,0.0,6.3296,New York City,New York,10035,Seth Vernon,Consumer,West,Adams Phone Message Book/200 Message Capacity/8 1/16” x 11”,Office Supplies
6097,CA-2014-100111,SV-20365,FUR-CH-10003061,80.991,1,0.1,8.0991,New York City,New York,10035,Seth Vernon,Consumer,West,Global Leather Task Chair/Black,Furniture
6098,CA-2014-100111,SV-20365,OFF-BI-10000343,11.784,3,0.2,3.9771,New York City,New York,10035,Seth Vernon,Consumer,West,Pressboard Covers with Storage Hooks/9 1/2 x 11/Light Blue,Office Supplies
6099,CA-2014-100111,SV-20365,OFF-FA-10000304,4.36,2,0.0,1.7876,New York City,New York,10035,Seth Vernon,Consumer,West,Advantus Push Pins,Office Supplies
6100,CA-2014-100111,SV-20365,FUR-CH-10004086,2888.127,11,0.1,609.7157,New York City,New York,10035,Seth Vernon,Consumer,West,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture
6101,CA-2014-100111,SV-20365,TEC-PH-10002885,1299.66,2,0.0,350.9082,New York City,New York,10035,Seth Vernon,Consumer,West,Apple iPhone 5,Technology
6102,CA-2014-100111,SV-20365,FUR-CH-10001215,2254.41,5,0.1,375.735,New York City,New York,10035,Seth Vernon,Consumer,West,Global Troy Executive Leather Low-Back Tilter,Furniture
6103,CA-2014-100111,SV-20365,TEC-PH-10000215,104.85,3,0.0,28.3095,New York City,New York,10035,Seth Vernon,Consumer,West,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology
6104,CA-2014-100111,SV-20365,TEC-AC-10001998,59.97,3,0.0,20.3898,New York City,New York,10035,Seth Vernon,Consumer,West,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology
6105,US-2014-132381,Dp-13240,FUR-TA-10002356,314.532,2,0.4,-83.8752,Philadelphia,Pennsylvania,19143,Dean percer,Home Office,West,Bevis Boat-Shaped Conference Table,Furniture
6106,CA-2012-147011,HR-14830,OFF-AR-10002399,13.632,4,0.2,3.5784,Miami,Florida,33178,Harold Ryan,Corporate,West,Dixon Prang Watercolor Pencils/10-Color Set with Brush,Office Supplies
6107,CA-2011-120852,WB-21850,OFF-AP-10001563,19.432,2,0.8,-49.5516,Grand Prairie,Texas,75051,William Brown,Consumer,East,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies
6108,CA-2011-120852,WB-21850,TEC-AC-10004510,65.44,5,0.2,-8.18,Grand Prairie,Texas,75051,William Brown,Consumer,East,Logitech Desktop MK120 Mouse and keyboard Combo,Technology
6109,CA-2013-150007,AS-10090,OFF-LA-10001982,6.0,2,0.2,2.1,Chicago,Illinois,60653,Adam Shillingsburg,Consumer,South,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Office Supplies
6110,CA-2013-150007,AS-10090,OFF-BI-10004141,1.908,3,0.8,-3.2436,Chicago,Illinois,60653,Adam Shillingsburg,Consumer,South,Insertable Tab Indexes For Data Binders,Office Supplies
6111,CA-2013-124590,SP-20920,FUR-CH-10004495,1474.802,7,0.3,-21.0686,Parma,Ohio,44134,Susan Pistek,Consumer,West,Global Leather and Oak Executive Chair/Black,Furniture
6112,CA-2013-124590,SP-20920,OFF-AP-10002311,110.096,2,0.2,33.0288,Parma,Ohio,44134,Susan Pistek,Consumer,West,Holmes Replacement Filter for HEPA Air Cleaner/Very Large Room/HEPA Filter,Office Supplies
6113,CA-2013-124590,SP-20920,OFF-FA-10000585,16.752,6,0.2,5.4444,Parma,Ohio,44134,Susan Pistek,Consumer,West,OIC Bulk Pack Metal Binder Clips,Office Supplies
6114,CA-2013-124590,SP-20920,FUR-CH-10000454,1537.074,9,0.3,0.0,Parma,Ohio,44134,Susan Pistek,Consumer,West,Hon Deluxe Fabric Upholstered Stacking Chairs/Rounded Back,Furniture
6115,CA-2013-124590,SP-20920,FUR-CH-10003746,449.372,2,0.3,-12.8392,Parma,Ohio,44134,Susan Pistek,Consumer,West,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture
6116,CA-2013-133802,SP-20650,OFF-BI-10003291,41.904,6,0.2,14.1426,Redwood City,California,94061,Stephanie Phelps,Corporate,Central,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies
6117,US-2013-113677,CM-12655,TEC-PH-10002114,2279.96,4,0.0,592.7896,New York City,New York,10011,Corinna Mitchell,Home Office,East,Xiaomi Mi3,Technology
6118,US-2013-113677,CM-12655,OFF-LA-10001569,14.94,3,0.0,6.8724,New York City,New York,10011,Corinna Mitchell,Home Office,East,Avery 499,Office Supplies
6119,CA-2014-143378,JR-16210,TEC-PH-10001425,191.976,3,0.2,19.1976,Springfield,Oregon,97477,Justin Ritter,Corporate,Central,Mophie Juice Pack Helium for iPhone,Technology
6120,CA-2014-143378,JR-16210,OFF-AR-10001915,23.832,3,0.2,6.5538,Springfield,Oregon,97477,Justin Ritter,Corporate,Central,Peel-Off China Markers,Office Supplies
6121,CA-2014-143378,JR-16210,FUR-FU-10004864,409.216,8,0.2,61.3824,Springfield,Oregon,97477,Justin Ritter,Corporate,Central,Eldon 500 Class Desk Accessories,Furniture
6122,CA-2014-143378,JR-16210,FUR-BO-10001972,72.588,2,0.7,-128.2388,Springfield,Oregon,97477,Justin Ritter,Corporate,Central,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture
6123,CA-2014-152660,CB-12415,OFF-ST-10000532,61.568,2,0.2,4.6176,Chicago,Illinois,60610,Christy Brittain,Consumer,East,Advantus Rolling Drawer Organizers,Office Supplies
6124,CA-2012-142139,SD-20485,OFF-PA-10003883,20.96,4,0.2,6.812,Bedford,Texas,76021,Shirley Daniels,Home Office,Central,Message Book/Phone/Wirebound Standard Line Memo/2 3/4 X 5,Office Supplies
6125,CA-2014-145772,SS-20140,TEC-AC-10003038,44.75,5,0.0,8.5025,Los Angeles,California,90036,Saphhira Shifley,Corporate,West,Kingston Digital DataTraveler 16GB USB 2.0,Technology
6126,CA-2014-145772,SS-20140,OFF-PA-10001593,11.96,2,0.0,5.382,Los Angeles,California,90036,Saphhira Shifley,Corporate,West,Xerox 1947,Office Supplies
6127,CA-2014-145772,SS-20140,OFF-BI-10002049,3.912,1,0.2,1.2714,Los Angeles,California,90036,Saphhira Shifley,Corporate,West,UniKeep View Case Binders,Office Supplies
6128,CA-2013-124100,EH-13990,FUR-CH-10003817,327.996,6,0.1,54.666,New York City,New York,10009,Erica Hackney,Consumer,Central,Global Value Steno Chair/Gray,Furniture
6129,US-2011-158400,AH-10030,OFF-BI-10002353,49.408,4,0.2,18.528,San Francisco,California,94109,Aaron Hawkins,Corporate,East,GBC VeloBind Cover Sets,Office Supplies
6130,CA-2014-162033,EM-14200,TEC-AC-10003116,53.25,3,0.0,20.7675,Virginia Beach,Virginia,23464,Evan Minnotte,Home Office,South,Memorex Froggy Flash Drive 8 GB,Technology
6131,CA-2014-162033,EM-14200,OFF-FA-10003021,3.76,2,0.0,1.316,Virginia Beach,Virginia,23464,Evan Minnotte,Home Office,South,Staples,Office Supplies
6132,CA-2011-163447,TB-21190,FUR-CH-10004477,767.214,14,0.1,161.9674,New York City,New York,10011,Thomas Brumley,Home Office,West,Global Push Button Manager's Chair/Indigo,Furniture
6133,CA-2014-145737,AB-10165,OFF-PA-10001033,163.96,5,0.2,59.4355,Lebanon,Tennessee,37087,Alan Barnes,Consumer,East,Xerox 1893,Office Supplies
6134,CA-2013-148096,AO-10810,FUR-TA-10004152,161.28,2,0.2,12.096,Los Angeles,California,90045,Anthony O'Donnell,Corporate,West,Barricks 18 x 48 Non-Folding Utility Table with Bottom Storage Shelf,Furniture
6135,CA-2013-146766,TT-21220,OFF-AR-10002135,192.8,4,0.0,55.912,Chula Vista,California,91911,Thomas Thornton,Consumer,Central,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies
6136,CA-2012-105613,KN-16705,TEC-AC-10000521,27.696,3,0.2,3.462,Mcallen,Texas,78501,Kristina Nunn,Home Office,South,Verbatim Slim CD and DVD Storage Cases/50/Pack,Technology
6137,CA-2012-105613,KN-16705,OFF-AP-10000026,73.164,6,0.8,-186.5682,Mcallen,Texas,78501,Kristina Nunn,Home Office,South,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies
6138,US-2013-142251,FO-14305,OFF-PA-10002986,32.064,6,0.2,11.2224,Hollywood,Florida,33021,Frank Olsen,Consumer,East,Xerox 1898,Office Supplies
6139,CA-2011-131247,GA-14725,FUR-BO-10001337,205.666,2,0.15,-12.098,San Francisco,California,94110,Guy Armstrong,Consumer,South,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture
6140,US-2012-113593,NC-18415,OFF-ST-10000532,115.44,3,0.0,30.0144,Santa Maria,California,93454,Nathan Cano,Consumer,South,Advantus Rolling Drawer Organizers,Office Supplies
6141,CA-2014-121083,JF-15190,OFF-PA-10001497,274.8,5,0.0,134.652,Manchester,Connecticut,6040,Jamie Frazer,Consumer,South,Xerox 1914,Office Supplies
6142,CA-2014-121083,JF-15190,OFF-ST-10002554,195.64,4,0.0,3.9128,Manchester,Connecticut,6040,Jamie Frazer,Consumer,South,Tennsco Industrial Shelving,Office Supplies
6143,CA-2014-121083,JF-15190,TEC-PH-10001336,257.98,2,0.0,74.8142,Manchester,Connecticut,6040,Jamie Frazer,Consumer,South,Digium D40 VoIP phone,Technology
6144,CA-2014-121083,JF-15190,OFF-AR-10002987,119.04,6,0.0,48.8064,Manchester,Connecticut,6040,Jamie Frazer,Consumer,South,Prismacolor Color Pencil Set,Office Supplies
6145,CA-2014-151190,GT-14710,OFF-PA-10000575,20.07,3,0.0,9.2322,Omaha,Nebraska,68104,Greg Tran,Consumer,Central,Wirebound Message Books/Four 2 3/4 x 5 White Forms per Page,Office Supplies
6146,CA-2011-133543,KM-16660,OFF-AR-10003394,11.76,4,0.0,3.1752,San Jose,California,95123,Khloe Miller,Consumer,West,Newell 332,Office Supplies
6147,CA-2014-105130,PJ-18835,OFF-AR-10003394,11.76,4,0.0,3.1752,San Francisco,California,94122,Patrick Jones,Corporate,Central,Newell 332,Office Supplies
6148,CA-2014-105130,PJ-18835,OFF-BI-10001191,40.736,2,0.2,14.7668,San Francisco,California,94122,Patrick Jones,Corporate,Central,Canvas Sectional Post Binders,Office Supplies
6149,CA-2013-161928,AC-10660,TEC-PH-10003484,201.584,2,0.2,12.599,San Francisco,California,94109,Anna Chung,Consumer,West,Ooma Telo VoIP Home Phone System,Technology
6150,CA-2014-101322,JG-15310,FUR-CH-10003968,340.704,6,0.2,-34.0704,Long Beach,California,90805,Jason Gross,Corporate,West,Novimex Turbo Task Chair,Furniture
6151,US-2013-106600,RM-19375,FUR-BO-10001608,354.9,5,0.0,88.725,Columbus,Georgia,31907,Raymond Messe,Consumer,West,Hon Metal Bookcases/Black,Furniture
6152,CA-2011-111871,EK-13795,FUR-BO-10004218,1198.33,10,0.15,70.49,San Francisco,California,94110,Eileen Kiefer,Home Office,Central,Bush Heritage Pine Collection 5-Shelf Bookcase/Albany Pine Finish/*Special Order,Furniture
6153,CA-2014-139437,RD-19585,OFF-ST-10002485,87.92,4,0.0,0.8792,Los Angeles,California,90004,Rob Dowd,Consumer,West,Rogers Deluxe File Chest,Office Supplies
6154,CA-2014-151484,CV-12805,FUR-FU-10001876,51.968,2,0.2,10.3936,Philadelphia,Pennsylvania,19120,Cynthia Voltz,Corporate,East,Computer Room Manger/14,Furniture
6155,CA-2014-151484,CV-12805,OFF-ST-10002370,51.336,3,0.2,5.7753,Philadelphia,Pennsylvania,19120,Cynthia Voltz,Corporate,East,Sortfiler Multipurpose Personal File Organizer/Black,Office Supplies
6156,CA-2014-151484,CV-12805,OFF-ST-10000142,332.704,1,0.2,33.2704,Philadelphia,Pennsylvania,19120,Cynthia Voltz,Corporate,East,Deluxe Rollaway Locking File with Drawer,Office Supplies
6157,CA-2014-151484,CV-12805,FUR-FU-10004671,42.408,3,0.2,9.5418,Philadelphia,Pennsylvania,19120,Cynthia Voltz,Corporate,East,Executive Impressions 12 Wall Clock,Furniture
6158,CA-2013-104150,AG-10330,OFF-EN-10002504,81.54,3,0.0,38.3238,Tulsa,Oklahoma,74133,Alex Grayson,Consumer,West,Tyvek  Top-Opening Peel & Seel Envelopes/Plain White,Office Supplies
6159,CA-2013-104150,AG-10330,TEC-AC-10004803,167.28,12,0.0,23.4192,Tulsa,Oklahoma,74133,Alex Grayson,Consumer,West,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,Technology
6160,CA-2013-161025,GM-14440,OFF-ST-10001932,772.68,4,0.0,108.1752,Los Angeles,California,90049,Gary McGarr,Consumer,South,Fellowes Staxonsteel Drawer Files,Office Supplies
6161,CA-2011-103989,MC-17605,TEC-PH-10004667,323.976,3,0.2,28.3479,Lakeland,Florida,33801,Matt Connell,Corporate,West,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology
6162,CA-2011-103989,MC-17605,OFF-LA-10000443,11.808,4,0.2,3.9852,Lakeland,Florida,33801,Matt Connell,Corporate,West,Avery 501,Office Supplies
6163,CA-2011-103989,MC-17605,OFF-ST-10000918,26.16,3,0.2,1.962,Lakeland,Florida,33801,Matt Connell,Corporate,West,Crate-A-Files,Office Supplies
6164,CA-2011-103989,MC-17605,OFF-BI-10001196,33.57,5,0.7,-25.737,Lakeland,Florida,33801,Matt Connell,Corporate,West,Avery Flip-Chart Easel Binder/Black,Office Supplies
6165,CA-2011-103989,MC-17605,FUR-FU-10003981,4.992,3,0.2,1.3728,Lakeland,Florida,33801,Matt Connell,Corporate,West,Eldon Wave Desk Accessories,Furniture
6166,CA-2011-103989,MC-17605,FUR-FU-10002508,20.016,3,0.2,5.5044,Lakeland,Florida,33801,Matt Connell,Corporate,West,Document Clip Frames,Furniture
6167,CA-2011-103989,MC-17605,TEC-AC-10002647,170.24,2,0.2,53.2,Lakeland,Florida,33801,Matt Connell,Corporate,West,Logitech Wireless Boombox Speaker - portable - wireless/wired,Technology
6168,CA-2012-142433,ES-14020,OFF-PA-10002377,117.456,3,0.2,44.046,Houston,Texas,77036,Erica Smith,Consumer,West,Adams Telephone Message Book W/Dividers/Space For Phone Numbers/5 1/4X8 1/2/200/Messages,Office Supplies
6169,CA-2012-132815,RW-19540,OFF-PA-10004530,22.96,2,0.0,11.2504,Los Angeles,California,90008,Rick Wilson,Corporate,West,Personal Creations Ink Jet Cards and Labels,Office Supplies
6170,CA-2011-101266,MM-17920,OFF-PA-10002986,13.36,2,0.0,6.4128,Springfield,Virginia,22153,Michael Moore,Consumer,Central,Xerox 1898,Office Supplies
6171,CA-2013-141523,MH-17440,OFF-BI-10000948,34.248,3,0.2,11.5587,New York City,New York,10035,Mark Haberlin,Corporate,Central,GBC Laser Imprintable Binding System Covers/Desert Sand,Office Supplies
6172,CA-2013-141523,MH-17440,OFF-AR-10001545,3.52,2,0.0,1.0208,New York City,New York,10035,Mark Haberlin,Corporate,Central,Newell 326,Office Supplies
6173,US-2011-106299,NZ-18565,OFF-BI-10001758,26.7,5,0.0,12.549,Springfield,Missouri,65807,Nick Zandusky,Home Office,Central,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies
6174,US-2011-106299,NZ-18565,TEC-AC-10003237,21.2,2,0.0,9.116,Springfield,Missouri,65807,Nick Zandusky,Home Office,Central,Memorex Micro Travel Drive 4 GB,Technology
6175,US-2011-106299,NZ-18565,OFF-ST-10002011,838.38,2,0.0,226.3626,Springfield,Missouri,65807,Nick Zandusky,Home Office,Central,Smead Adjustable Mobile File Trolley with Lockable Top,Office Supplies
6176,CA-2012-158421,GB-14575,FUR-CH-10000309,1690.04,4,0.0,422.51,Columbia,South Carolina,29203,Giulietta Baptist,Consumer,East,Global Comet Stacking Arm Chair,Furniture
6177,CA-2012-158421,GB-14575,OFF-ST-10002444,85.96,7,0.0,24.0688,Columbia,South Carolina,29203,Giulietta Baptist,Consumer,East,Recycled Eldon Regeneration Jumbo File,Office Supplies
6178,CA-2012-158421,GB-14575,OFF-EN-10001453,121.96,2,0.0,57.3212,Columbia,South Carolina,29203,Giulietta Baptist,Consumer,East,Tyvek Interoffice Envelopes/9 1/2 x 12 1/2/100/Box,Office Supplies
6179,CA-2012-158421,GB-14575,OFF-PA-10001801,23.92,4,0.0,11.7208,Columbia,South Carolina,29203,Giulietta Baptist,Consumer,East,Xerox 193,Office Supplies
6180,CA-2012-158421,GB-14575,OFF-ST-10000563,63.96,2,0.0,6.396,Columbia,South Carolina,29203,Giulietta Baptist,Consumer,East,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies
6181,CA-2012-158421,GB-14575,TEC-PH-10000369,629.95,5,0.0,176.386,Columbia,South Carolina,29203,Giulietta Baptist,Consumer,East,HTC One Mini,Technology
6182,CA-2012-158421,GB-14575,TEC-PH-10002538,113.73,3,0.0,32.9817,Columbia,South Carolina,29203,Giulietta Baptist,Consumer,East,Grandstream GXP1160 VoIP phone,Technology
6183,CA-2012-158421,GB-14575,OFF-BI-10000050,14.6,2,0.0,6.862,Columbia,South Carolina,29203,Giulietta Baptist,Consumer,East,Angle-D Binders with Locking Rings/Label Holders,Office Supplies
6184,CA-2012-158421,GB-14575,OFF-ST-10004186,887.84,8,0.0,17.7568,Columbia,South Carolina,29203,Giulietta Baptist,Consumer,East,Stur-D-Stor Shelving/Vertical 5-Shelf: 72H x 36W x 18 1/2D,Office Supplies
6185,CA-2013-143609,DB-13270,FUR-CH-10004218,403.92,5,0.2,25.245,Portland,Oregon,97206,Deborah Brumfield,Home Office,East,Global Fabric Manager's Chair/Dark Gray,Furniture
6186,CA-2012-138331,JK-15625,OFF-AR-10002952,106.8,10,0.2,10.68,Philadelphia,Pennsylvania,19120,Jim Karlsson,Consumer,South,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies
6187,CA-2012-138954,MH-17785,OFF-ST-10003058,70.95,3,0.0,20.5755,New York City,New York,10035,Maya Herman,Corporate,East,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies
6188,CA-2012-138954,MH-17785,OFF-BI-10003963,34.944,6,0.2,11.7936,New York City,New York,10035,Maya Herman,Corporate,East,Cardinal Holdit Data Disk Pockets,Office Supplies
6189,CA-2012-138954,MH-17785,OFF-AR-10001955,119.04,6,0.0,35.712,New York City,New York,10035,Maya Herman,Corporate,East,Newell 319,Office Supplies
6190,CA-2014-157903,AM-10705,TEC-PH-10004345,383.84,4,0.2,47.98,Des Plaines,Illinois,60016,Anne McFarland,Consumer,South,Cisco SPA 502G IP Phone,Technology
6191,CA-2013-157259,JM-15535,FUR-FU-10003192,799.56,9,0.0,207.8856,New York City,New York,10035,Jessica Myrick,Consumer,West,Luxo Adjustable Task Clamp Lamp,Furniture
6192,CA-2014-107986,MW-18220,OFF-ST-10001325,31.44,3,0.0,8.4888,Seattle,Washington,98103,Mitch Webber,Consumer,West,Sterilite Officeware Hinged File Box,Office Supplies
6193,CA-2014-104927,AG-10330,OFF-PA-10000019,25.92,5,0.2,9.072,Houston,Texas,77095,Alex Grayson,Consumer,West,Xerox 1931,Office Supplies
6194,CA-2014-104927,AG-10330,OFF-BI-10003429,6.33,5,0.8,-9.8115,Houston,Texas,77095,Alex Grayson,Consumer,West,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies
6195,CA-2014-104927,AG-10330,OFF-PA-10000176,75.88,5,0.2,26.558,Houston,Texas,77095,Alex Grayson,Consumer,West,Xerox 1887,Office Supplies
6196,CA-2014-113453,CM-12160,TEC-PH-10004165,329.988,2,0.4,-76.9972,Philadelphia,Pennsylvania,19143,Charles McCrossin,Consumer,West,Mitel MiVoice 5330e IP Phone,Technology
6197,CA-2014-113453,CM-12160,OFF-ST-10000352,71.376,3,0.2,-4.461,Philadelphia,Pennsylvania,19143,Charles McCrossin,Consumer,West,Acco Perma 2700 Stacking Storage Drawers,Office Supplies
6198,CA-2012-149909,RA-19915,OFF-PA-10000726,63.77,7,0.0,28.6965,Columbus,Indiana,47201,Russell Applegate,Consumer,South,Black Print Carbonless Snap-Off Rapid Letter/8 1/2 x 7,Office Supplies
6199,CA-2012-149909,RA-19915,TEC-PH-10001536,50.97,3,0.0,13.2522,Columbus,Indiana,47201,Russell Applegate,Consumer,South,Spigen Samsung Galaxy S5 Case Wallet,Technology
6200,CA-2012-149909,RA-19915,OFF-PA-10001790,96.08,2,0.0,46.1184,Columbus,Indiana,47201,Russell Applegate,Consumer,South,Xerox 1910,Office Supplies
6201,CA-2012-146675,SB-20185,TEC-CO-10001766,1439.968,4,0.2,485.9892,Evanston,Illinois,60201,Sarah Brown,Consumer,East,Canon PC940 Copier,Technology
6202,CA-2012-146675,SB-20185,TEC-AC-10004396,43.56,3,0.2,-4.9005,Evanston,Illinois,60201,Sarah Brown,Consumer,East,Logitech Keyboard K120,Technology
6203,CA-2013-118332,PK-19075,FUR-CH-10001708,563.92,5,0.2,7.049,Apple Valley,California,92307,Pete Kriz,Consumer,East,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture
6204,CA-2013-133669,SV-20935,TEC-PH-10001305,235.152,8,0.4,-47.0304,Columbus,Ohio,43229,Susan Vittorini,Consumer,Central,Panasonic KX TS208W Corded phone,Technology
6205,CA-2014-145660,MG-17650,FUR-FU-10002885,7.712,2,0.2,1.7352,Marion,Ohio,43302,Matthew Grinstein,Home Office,West,Magna Visual Magnetic Picture Hangers,Furniture
6206,CA-2013-133697,CM-12445,OFF-PA-10000726,51.016,7,0.2,15.9425,Houston,Texas,77095,Chuck Magee,Consumer,West,Black Print Carbonless Snap-Off Rapid Letter/8 1/2 x 7,Office Supplies
6207,CA-2013-133697,CM-12445,OFF-FA-10003112,25.248,4,0.2,7.89,Houston,Texas,77095,Chuck Magee,Consumer,West,Staples,Office Supplies
6208,CA-2013-133697,CM-12445,FUR-CH-10002372,56.686,1,0.3,-14.5764,Houston,Texas,77095,Chuck Magee,Consumer,West,Office Star - Ergonomically Designed Knee Chair,Furniture
6209,CA-2014-148138,ME-18010,OFF-ST-10000563,51.168,2,0.2,-6.396,Marion,Ohio,43302,Michelle Ellison,Corporate,West,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies
6210,CA-2014-119809,YS-21880,OFF-BI-10003925,2793.528,9,0.2,942.8157,Seattle,Washington,98103,Yana Sorensen,Corporate,East,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies
6211,CA-2014-119809,YS-21880,OFF-ST-10003306,1000.02,7,0.0,290.0058,Seattle,Washington,98103,Yana Sorensen,Corporate,East,Letter Size Cart,Office Supplies
6212,CA-2014-119809,YS-21880,FUR-FU-10001475,65.94,3,0.0,22.4196,Seattle,Washington,98103,Yana Sorensen,Corporate,East,Contract Clock/14/Brown,Furniture
6213,CA-2014-149944,MB-17305,OFF-FA-10003495,18.24,3,0.0,9.12,Longview,Washington,98632,Maria Bertelson,Consumer,South,Staples,Office Supplies
6214,CA-2014-149944,MB-17305,OFF-AP-10004708,76.12,2,0.0,22.0748,Longview,Washington,98632,Maria Bertelson,Consumer,South,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies
6215,CA-2011-128538,AS-10240,OFF-EN-10001219,7.64,1,0.0,3.7436,Redondo Beach,California,90278,Alan Shonely,Consumer,West,#10- 4 1/8 x 9 1/2 Security-Tint Envelopes,Office Supplies
6216,CA-2012-161711,MC-17425,FUR-FU-10000087,68.16,3,0.0,27.9456,New York City,New York,10035,Mark Cousins,Corporate,Central,Executive Impressions 14 Two-Color Numerals Wall Clock,Furniture
6217,CA-2012-161711,MC-17425,OFF-EN-10001539,62.24,8,0.0,29.2528,New York City,New York,10035,Mark Cousins,Corporate,Central,Staples,Office Supplies
6218,US-2012-129553,PG-18820,TEC-PH-10004897,29.97,3,0.0,0.2997,Louisville,Kentucky,40214,Patrick Gardner,Consumer,Central,Mediabridge Sport Armband iPhone 5s,Technology
6219,CA-2013-160220,JS-16030,TEC-PH-10001300,125.7,6,0.0,35.196,Trenton,Michigan,48183,Joy Smith,Consumer,Central,iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5/4S 4,Technology
